asset,metric,phase,feature,importance
nasdaq,volume,phase3,scores__neg,-0.2618103
nasdaq,volume,phase3,scores__neu,0.42541504
nasdaq,volume,phase3,scores__pos,0.009246826
nasdaq,volume,phase3,scores__anger,-0.5343628
nasdaq,volume,phase3,scores__disgust,-0.17831421
nasdaq,volume,phase3,scores__fear,0.36236572
nasdaq,volume,phase3,scores__joy,0.06640625
nasdaq,volume,phase3,scores__neutral,0.2131958
nasdaq,volume,phase3,scores__sadness,0.27713013
nasdaq,volume,phase3,scores__surprise,-0.13601685
nasdaq,volume,phase3,scores__news_social_concern,-0.2842102
nasdaq,volume,phase3,binary__no_tweets,0.0
nasdaq,volume,phase4,scores__Extroversion,-0.24868774
nasdaq,volume,phase4,scores__Neuroticism,0.09207153
nasdaq,volume,phase4,scores__Agreeableness,0.057159424
nasdaq,volume,phase4,scores__Conscientiousness,0.102752686
nasdaq,volume,phase4,scores__Openness,-0.054229736
nasdaq,volume,phase4,scores__arts_culture,-0.021759033
nasdaq,volume,phase4,scores__business_entrepreneurs,0.026428223
nasdaq,volume,phase4,scores__celebrity_pop_culture,0.037322998
nasdaq,volume,phase4,scores__diaries_daily_life,0.13619995
nasdaq,volume,phase4,scores__family,-0.0068359375
nasdaq,volume,phase4,scores__fashion_style,0.040100098
nasdaq,volume,phase4,scores__film_tv_video,0.068573
nasdaq,volume,phase4,scores__fitness_&_health,0.25112915
nasdaq,volume,phase4,scores__food_&_dining,-0.085357666
nasdaq,volume,phase4,scores__gaming,-0.116882324
nasdaq,volume,phase4,scores__learning_educational,-0.159729
nasdaq,volume,phase4,scores__music,-0.039123535
nasdaq,volume,phase4,scores__other_hobbies,0.17443848
nasdaq,volume,phase4,scores__relationships,0.07156372
nasdaq,volume,phase4,scores__science_technology,-0.16525269
nasdaq,volume,phase4,scores__sports,-0.43777466
nasdaq,volume,phase4,scores__travel_adventure,-0.115112305
nasdaq,volume,phase4,scores__youth_student_life,0.0690918
nasdaq,volume,phase4,counts__tweet_count,0.18795776
nasdaq,volume,phase4,counts__nlp_tweet_count,-0.055023193
nasdaq,volume,phase4,counts__tesla,-0.6651001
nasdaq,volume,phase4,counts__stock,-0.31549072
nasdaq,volume,phase4,counts__market,-0.067230225
nasdaq,volume,phase4,counts__price,0.009246826
nasdaq,volume,phase4,counts__profit,0.019592285
nasdaq,volume,phase4,counts__loss,-0.19662476
nasdaq,volume,phase4,counts__revenue,-0.36727905
nasdaq,volume,phase4,counts__inflation,-0.075805664
nasdaq,volume,phase4,counts__interest,-0.015014648
nasdaq,volume,phase4,counts__bitcoin,0.0
nasdaq,volume,phase4,counts__dogecoin,0.0
nasdaq,volume,phase4,counts__crypto,0.0
nasdaq,volume,phase4,counts__ethereum,0.0
nasdaq,volume,phase4,counts__spacex,-0.050720215
nasdaq,volume,phase4,counts__model,-0.044036865
nasdaq,volume,phase4,counts__cybertruck,0.050048828
nasdaq,volume,phase4,counts__starship,0.0062561035
nasdaq,volume,phase4,counts__buy,-0.11312866
nasdaq,volume,phase4,counts__sell,-0.06515503
nasdaq,volume,phase4,counts__likeCount,-0.05670166
nasdaq,volume,phase4,counts__quoteCount,0.0014038086
nasdaq,volume,phase4,counts__retweetCount,-0.062805176
nasdaq,volume,phase4,counts__replyCount,0.2368164
nasdaq,volume,phase4,scores__neg,0.94662476
nasdaq,volume,phase4,scores__neu,0.21484375
nasdaq,volume,phase4,scores__pos,-0.02243042
nasdaq,volume,phase4,scores__anger,-0.37643433
nasdaq,volume,phase4,scores__disgust,-0.8036804
nasdaq,volume,phase4,scores__fear,0.068878174
nasdaq,volume,phase4,scores__joy,0.19921875
nasdaq,volume,phase4,scores__neutral,0.12738037
nasdaq,volume,phase4,scores__sadness,-0.08218384
nasdaq,volume,phase4,scores__surprise,-0.2460022
nasdaq,volume,phase4,scores__news_social_concern,-0.2750244
nasdaq,volume,phase4,binary__no_tweets,0.0
sp500,stockprice,full,scores__Extroversion,-0.0009486675
sp500,stockprice,full,scores__Neuroticism,0.0006542206
sp500,stockprice,full,scores__Agreeableness,4.351139e-05
sp500,stockprice,full,scores__Conscientiousness,-0.00080931187
sp500,stockprice,full,scores__Openness,-0.00015676022
sp500,stockprice,full,scores__arts_culture,0.005109906
sp500,stockprice,full,scores__business_entrepreneurs,-0.0015689135
sp500,stockprice,full,scores__celebrity_pop_culture,0.0032397509
sp500,stockprice,full,scores__diaries_daily_life,-0.0009396076
sp500,stockprice,full,scores__family,-0.005055666
sp500,stockprice,full,scores__fashion_style,-0.00017905235
sp500,stockprice,full,scores__film_tv_video,-0.0007470846
sp500,stockprice,full,scores__fitness_&_health,0.0013171434
sp500,stockprice,full,scores__food_&_dining,0.0013884306
sp500,stockprice,full,scores__gaming,0.0027365685
sp500,stockprice,full,scores__learning_educational,6.0915947e-05
sp500,stockprice,full,scores__music,-0.00016772747
sp500,stockprice,full,scores__other_hobbies,0.0022281408
sp500,stockprice,full,scores__relationships,-0.005044818
sp500,stockprice,full,scores__science_technology,0.001995325
sp500,stockprice,full,scores__sports,5.1379204e-05
sp500,stockprice,full,scores__travel_adventure,0.0014995337
sp500,stockprice,full,scores__youth_student_life,0.0004259348
sp500,stockprice,full,counts__tweet_count,-0.0075933933
sp500,stockprice,full,counts__nlp_tweet_count,0.002671361
sp500,stockprice,full,counts__tesla,-0.00370121
sp500,stockprice,full,counts__stock,0.00087690353
sp500,stockprice,full,counts__market,0.00044083595
sp500,stockprice,full,counts__price,0.000295043
sp500,stockprice,full,counts__profit,-0.00076425076
sp500,stockprice,full,counts__loss,-0.0014879704
sp500,stockprice,full,counts__revenue,0.0030646324
sp500,stockprice,full,counts__inflation,0.0007505417
sp500,stockprice,full,counts__interest,0.0006916523
sp500,stockprice,full,counts__bitcoin,-8.368492e-05
sp500,stockprice,full,counts__dogecoin,0.00013542175
sp500,stockprice,full,counts__crypto,-0.00014662743
sp500,stockprice,full,counts__ethereum,0.0
sp500,stockprice,full,counts__spacex,-0.0031138659
sp500,stockprice,full,counts__model,-0.0004056692
sp500,stockprice,full,counts__cybertruck,-0.00097584724
sp500,stockprice,full,counts__starship,-0.0021252632
sp500,stockprice,full,counts__buy,0.0012123585
sp500,stockprice,full,counts__sell,0.0011025667
sp500,stockprice,full,counts__likeCount,-0.0038616657
sp500,stockprice,full,counts__quoteCount,-0.0050138235
sp500,stockprice,full,counts__retweetCount,-0.00073838234
sp500,stockprice,full,counts__replyCount,0.0029348135
sp500,stockprice,full,scores__neg,-0.001786828
sp500,stockprice,full,scores__neu,0.0048063993
sp500,stockprice,full,scores__pos,-0.0023005009
sp500,stockprice,full,scores__anger,-0.0019462109
sp500,stockprice,full,scores__disgust,-0.0018461943
sp500,stockprice,full,scores__fear,-0.00056672096
sp500,stockprice,full,scores__joy,0.0005931854
sp500,stockprice,full,scores__neutral,0.00055480003
sp500,stockprice,full,scores__sadness,0.004377365
sp500,stockprice,full,scores__surprise,-0.0002783537
sp500,stockprice,full,scores__news_social_concern,0.0044904947
sp500,stockprice,full,binary__no_tweets,-0.000182271
sp500,stockprice,phase1,scores__Extroversion,0.00438869
sp500,stockprice,phase1,scores__Neuroticism,-0.0009364486
sp500,stockprice,phase1,scores__Agreeableness,-0.0013961196
sp500,stockprice,phase1,scores__Conscientiousness,-0.0033301115
sp500,stockprice,phase1,scores__Openness,0.00042283535
sp500,stockprice,phase1,scores__arts_culture,0.0012809038
sp500,stockprice,phase1,scores__business_entrepreneurs,-0.0014806986
sp500,stockprice,phase1,scores__celebrity_pop_culture,-0.00020366907
sp500,stockprice,phase1,scores__diaries_daily_life,-0.0049285293
sp500,stockprice,phase1,scores__family,0.0018280745
sp500,stockprice,phase1,scores__fashion_style,0.00207299
sp500,stockprice,phase1,scores__film_tv_video,-0.00092345476
sp500,stockprice,phase1,scores__fitness_&_health,-0.024055839
sp500,stockprice,phase1,scores__food_&_dining,0.00075781345
sp500,stockprice,phase1,scores__gaming,-0.00030505657
sp500,stockprice,phase1,scores__learning_educational,0.0033381581
sp500,stockprice,phase1,scores__music,0.029279172
sp500,stockprice,phase1,scores__other_hobbies,0.0016918778
sp500,stockprice,phase1,scores__relationships,-0.005060911
sp500,stockprice,phase1,scores__science_technology,-0.006250918
sp500,stockprice,phase1,scores__sports,-0.0020465255
sp500,stockprice,phase1,scores__travel_adventure,-0.0017470717
sp500,stockprice,phase1,scores__youth_student_life,-0.00023567677
sp500,stockprice,phase1,counts__tweet_count,0.00026154518
sp500,stockprice,phase1,counts__nlp_tweet_count,0.0010440946
sp500,stockprice,phase1,counts__tesla,0.0015119314
sp500,stockprice,phase1,counts__stock,0.0
sp500,stockprice,phase1,counts__market,0.0
sp500,stockprice,phase1,counts__price,0.0006660819
sp500,stockprice,phase1,counts__profit,0.0
sp500,stockprice,phase1,counts__loss,0.0
sp500,stockprice,phase1,counts__revenue,0.0
sp500,stockprice,phase1,counts__inflation,0.0
sp500,stockprice,phase1,counts__interest,0.0
sp500,stockprice,phase1,counts__bitcoin,0.0
sp500,stockprice,phase1,counts__dogecoin,0.0
sp500,stockprice,phase1,counts__crypto,0.0
sp500,stockprice,phase1,counts__ethereum,0.0
sp500,stockprice,phase1,counts__spacex,0.0008673668
sp500,stockprice,phase1,counts__model,-0.00020247698
sp500,stockprice,phase1,counts__cybertruck,0.0
sp500,stockprice,phase1,counts__starship,0.0
sp500,stockprice,phase1,counts__buy,0.0011095405
sp500,stockprice,phase1,counts__sell,-0.0012185574
sp500,stockprice,phase1,counts__likeCount,0.02082628
sp500,stockprice,phase1,counts__quoteCount,0.015237451
sp500,stockprice,phase1,counts__retweetCount,0.0015659332
sp500,stockprice,phase1,counts__replyCount,0.013531089
sp500,stockprice,phase1,scores__neg,0.0028995275
sp500,stockprice,phase1,scores__neu,0.021981597
sp500,stockprice,phase1,scores__pos,0.012050986
sp500,stockprice,phase1,scores__anger,0.0015466809
sp500,stockprice,phase1,scores__disgust,0.0042431355
sp500,stockprice,phase1,scores__fear,0.00034093857
sp500,stockprice,phase1,scores__joy,0.008389413
sp500,stockprice,phase1,scores__neutral,0.009351015
sp500,stockprice,phase1,scores__sadness,0.0037110448
sp500,stockprice,phase1,scores__surprise,0.009658515
sp500,stockprice,phase1,scores__news_social_concern,-0.0011645555
sp500,stockprice,phase1,binary__no_tweets,-0.0017061234
sp500,stockprice,phase2,scores__Extroversion,-0.0011780262
sp500,stockprice,phase2,scores__Neuroticism,-0.006030321
sp500,stockprice,phase2,scores__Agreeableness,-0.0013716221
sp500,stockprice,phase2,scores__Conscientiousness,0.0021214485
sp500,stockprice,phase2,scores__Openness,-0.0017881393
sp500,stockprice,phase2,scores__arts_culture,0.0035128593
sp500,stockprice,phase2,scores__business_entrepreneurs,0.001799345
sp500,stockprice,phase2,scores__celebrity_pop_culture,-0.0009253025
sp500,stockprice,phase2,scores__diaries_daily_life,-0.0066969395
sp500,stockprice,phase2,scores__family,0.006154537
sp500,stockprice,phase2,scores__fashion_style,0.002546072
sp500,stockprice,phase2,scores__film_tv_video,-0.007845163
sp500,stockprice,phase2,scores__fitness_&_health,-0.0004105568
sp500,stockprice,phase2,scores__food_&_dining,0.0010488033
sp500,stockprice,phase2,scores__gaming,0.0060913563
sp500,stockprice,phase2,scores__learning_educational,0.0011277199
sp500,stockprice,phase2,scores__music,-0.0005745888
sp500,stockprice,phase2,scores__other_hobbies,0.00033402443
sp500,stockprice,phase2,scores__relationships,0.0008444786
sp500,stockprice,phase2,scores__science_technology,0.001604557
sp500,stockprice,phase2,scores__sports,0.0034534931
sp500,stockprice,phase2,scores__travel_adventure,0.00046658516
sp500,stockprice,phase2,scores__youth_student_life,0.0038819313
sp500,stockprice,phase2,counts__tweet_count,0.000623703
sp500,stockprice,phase2,counts__nlp_tweet_count,0.0014901161
sp500,stockprice,phase2,counts__tesla,0.013255119
sp500,stockprice,phase2,counts__stock,0.0018546581
sp500,stockprice,phase2,counts__market,0.0010910034
sp500,stockprice,phase2,counts__price,0.0001206398
sp500,stockprice,phase2,counts__profit,0.0
sp500,stockprice,phase2,counts__loss,0.0
sp500,stockprice,phase2,counts__revenue,0.0026524067
sp500,stockprice,phase2,counts__inflation,0.0026550293
sp500,stockprice,phase2,counts__interest,0.00018930435
sp500,stockprice,phase2,counts__bitcoin,8.08239e-05
sp500,stockprice,phase2,counts__dogecoin,0.0017113686
sp500,stockprice,phase2,counts__crypto,-0.00031089783
sp500,stockprice,phase2,counts__ethereum,-0.000726223
sp500,stockprice,phase2,counts__spacex,0.0005235672
sp500,stockprice,phase2,counts__model,-0.0032410622
sp500,stockprice,phase2,counts__cybertruck,-0.0002977848
sp500,stockprice,phase2,counts__starship,4.1484833e-05
sp500,stockprice,phase2,counts__buy,-0.005830288
sp500,stockprice,phase2,counts__sell,0.00018978119
sp500,stockprice,phase2,counts__likeCount,0.0047614574
sp500,stockprice,phase2,counts__quoteCount,0.0054359436
sp500,stockprice,phase2,counts__retweetCount,0.0052449703
sp500,stockprice,phase2,counts__replyCount,0.01499176
sp500,stockprice,phase2,scores__neg,-0.005142927
sp500,stockprice,phase2,scores__neu,-0.0032317638
sp500,stockprice,phase2,scores__pos,0.06320572
sp500,stockprice,phase2,scores__anger,0.019158602
sp500,stockprice,phase2,scores__disgust,0.002644062
sp500,stockprice,phase2,scores__fear,-0.0055959225
sp500,stockprice,phase2,scores__joy,0.16463137
sp500,stockprice,phase2,scores__neutral,0.021719217
sp500,stockprice,phase2,scores__sadness,-0.0059833527
sp500,stockprice,phase2,scores__surprise,0.054080248
sp500,stockprice,phase2,scores__news_social_concern,-0.0050485134
sp500,stockprice,phase2,binary__no_tweets,0.01128459
sp500,stockprice,phase3,scores__Extroversion,-0.003027916
sp500,stockprice,phase3,scores__Neuroticism,0.0032513142
sp500,stockprice,phase3,scores__Agreeableness,0.0028033257
sp500,stockprice,phase3,scores__Conscientiousness,0.010765314
sp500,stockprice,phase3,scores__Openness,0.0074005127
sp500,stockprice,phase3,scores__arts_culture,0.0090174675
sp500,stockprice,phase3,scores__business_entrepreneurs,-0.020917177
sp500,stockprice,phase3,scores__celebrity_pop_culture,0.02359438
sp500,stockprice,phase3,scores__diaries_daily_life,0.005399704
sp500,stockprice,phase3,scores__family,0.006459236
sp500,stockprice,phase3,scores__fashion_style,-0.0027456284
sp500,stockprice,phase3,scores__film_tv_video,-0.034434795
sp500,stockprice,phase3,scores__fitness_&_health,0.0012648106
sp500,stockprice,phase3,scores__food_&_dining,0.00025558472
sp500,stockprice,phase3,scores__gaming,0.002578497
sp500,stockprice,phase3,scores__learning_educational,-0.014166117
sp500,stockprice,phase3,scores__music,-0.0034208298
sp500,stockprice,phase3,scores__other_hobbies,-0.007987261
sp500,stockprice,phase3,scores__relationships,0.0070414543
sp500,stockprice,phase3,scores__science_technology,-0.013778925
sp500,stockprice,phase3,scores__sports,0.005667448
sp500,stockprice,phase3,scores__travel_adventure,0.0049860477
sp500,stockprice,phase3,scores__youth_student_life,-0.0051226616
sp500,stockprice,phase3,counts__tweet_count,-0.012096405
sp500,stockprice,phase3,counts__nlp_tweet_count,0.003106594
sp500,stockprice,phase3,counts__tesla,0.008233786
sp500,stockprice,phase3,counts__stock,0.002135992
sp500,stockprice,phase3,counts__market,-0.017692566
sp500,stockprice,phase3,counts__price,0.00069093704
sp500,stockprice,phase3,counts__profit,0.018355608
sp500,stockprice,phase3,counts__loss,0.0018835068
sp500,stockprice,phase3,counts__revenue,0.00030755997
sp500,stockprice,phase3,counts__inflation,0.013309002
sp500,stockprice,phase3,counts__interest,-0.0194273
sp500,stockprice,phase3,counts__bitcoin,-0.00015473366
sp500,stockprice,phase3,counts__dogecoin,0.0
sp500,stockprice,phase3,counts__crypto,0.0028603077
sp500,stockprice,phase3,counts__ethereum,0.0
sp500,stockprice,phase3,counts__spacex,0.00011086464
sp500,stockprice,phase3,counts__model,-0.0008840561
sp500,stockprice,phase3,counts__cybertruck,0.0030920506
sp500,stockprice,phase3,counts__starship,0.00015592575
sp500,stockprice,phase3,counts__buy,-0.0054359436
sp500,stockprice,phase3,counts__sell,-0.0019750595
sp500,stockprice,phase3,counts__likeCount,-0.00036382675
sp500,stockprice,phase3,counts__quoteCount,0.00095033646
sp500,stockprice,phase3,counts__retweetCount,-0.0018339157
sp500,stockprice,phase3,counts__replyCount,-0.0033595562
sp500,stockprice,phase3,scores__neg,-0.0334301
sp500,stockprice,phase3,scores__neu,-0.029564142
sp500,stockprice,phase3,scores__pos,-0.009312153
sp500,stockprice,phase3,scores__anger,-0.018761873
sp500,stockprice,phase3,scores__disgust,0.015698671
sp500,stockprice,phase3,scores__fear,0.001127243
sp500,stockprice,phase3,scores__joy,0.0075330734
sp500,stockprice,phase3,scores__neutral,0.020293951
sp500,stockprice,phase3,scores__sadness,-0.027034283
sp500,stockprice,phase3,scores__surprise,0.0041913986
sp500,stockprice,phase3,scores__news_social_concern,-0.0071127415
sp500,stockprice,phase3,binary__no_tweets,0.0
sp500,stockprice,phase4,scores__Extroversion,0.035090923
sp500,stockprice,phase4,scores__Neuroticism,-0.00069618225
sp500,stockprice,phase4,scores__Agreeableness,-0.031656742
sp500,stockprice,phase4,scores__Conscientiousness,0.007687092
sp500,stockprice,phase4,scores__Openness,-0.0038685799
sp500,stockprice,phase4,scores__arts_culture,0.025853634
sp500,stockprice,phase4,scores__business_entrepreneurs,0.067231655
sp500,stockprice,phase4,scores__celebrity_pop_culture,0.048175335
sp500,stockprice,phase4,scores__diaries_daily_life,-0.027395725
sp500,stockprice,phase4,scores__family,0.010710716
sp500,stockprice,phase4,scores__fashion_style,0.007235527
sp500,stockprice,phase4,scores__film_tv_video,0.16239977
sp500,stockprice,phase4,scores__fitness_&_health,0.10464573
sp500,stockprice,phase4,scores__food_&_dining,-0.024749279
sp500,stockprice,phase4,scores__gaming,0.061515808
sp500,stockprice,phase4,scores__learning_educational,-0.07216501
sp500,stockprice,phase4,scores__music,-0.0050344467
sp500,stockprice,phase4,scores__other_hobbies,-0.107634544
sp500,stockprice,phase4,scores__relationships,-0.049538136
sp500,stockprice,phase4,scores__science_technology,-0.024309158
sp500,stockprice,phase4,scores__sports,0.052310944
sp500,stockprice,phase4,scores__travel_adventure,0.0675478
sp500,stockprice,phase4,scores__youth_student_life,0.09386778
sp500,stockprice,phase4,counts__tweet_count,0.027915478
sp500,stockprice,phase4,counts__nlp_tweet_count,0.019611359
sp500,stockprice,phase4,counts__tesla,0.020514488
sp500,stockprice,phase4,counts__stock,0.12714529
sp500,stockprice,phase4,counts__market,0.006299019
sp500,stockprice,phase4,counts__price,-0.0007352829
sp500,stockprice,phase4,counts__profit,-0.02210188
sp500,stockprice,phase4,counts__loss,-0.0022702217
sp500,stockprice,phase4,counts__revenue,-0.013831615
sp500,stockprice,phase4,counts__inflation,0.0007195473
sp500,stockprice,phase4,counts__interest,0.02036333
sp500,stockprice,phase4,counts__bitcoin,0.0
sp500,stockprice,phase4,counts__dogecoin,0.0
sp500,stockprice,phase4,counts__crypto,0.0
sp500,stockprice,phase4,counts__ethereum,0.0
sp500,stockprice,phase4,counts__spacex,-0.00021076202
sp500,stockprice,phase4,counts__model,0.0033278465
sp500,stockprice,phase4,counts__cybertruck,-0.006140232
sp500,stockprice,phase4,counts__starship,-0.0012550354
sp500,stockprice,phase4,counts__buy,-0.0016345978
sp500,stockprice,phase4,counts__sell,0.0070552826
sp500,stockprice,phase4,counts__likeCount,-0.009644985
sp500,stockprice,phase4,counts__quoteCount,0.0023117065
sp500,stockprice,phase4,counts__retweetCount,0.022144318
sp500,stockprice,phase4,counts__replyCount,-0.011888504
sp500,stockprice,phase4,scores__neg,0.35408735
sp500,stockprice,phase4,scores__neu,-0.066414356
sp500,stockprice,phase4,scores__pos,0.0376544
sp500,stockprice,phase4,scores__anger,-0.077269554
sp500,stockprice,phase4,scores__disgust,-0.06817913
sp500,stockprice,phase4,scores__fear,0.0058608055
sp500,stockprice,phase4,scores__joy,-0.10751009
sp500,stockprice,phase4,scores__neutral,0.18644619
sp500,stockprice,phase4,scores__sadness,-0.046710968
sp500,stockprice,phase4,scores__surprise,0.058128834
sp500,stockprice,phase4,scores__news_social_concern,0.13967085
sp500,stockprice,phase4,binary__no_tweets,0.0
sp500,volatility,full,scores__Extroversion,0.0031700134
sp500,volatility,full,scores__Neuroticism,0.0035266876
sp500,volatility,full,scores__Agreeableness,-0.004350662
sp500,volatility,full,scores__Conscientiousness,0.00011253357
sp500,volatility,full,scores__Openness,-0.0043354034
sp500,volatility,full,scores__arts_culture,-0.020204544
sp500,volatility,full,scores__business_entrepreneurs,0.019260406
sp500,volatility,full,scores__celebrity_pop_culture,0.020755768
sp500,volatility,full,scores__diaries_daily_life,-0.004793167
sp500,volatility,full,scores__family,-0.011211395
sp500,volatility,full,scores__fashion_style,-0.012493134
sp500,volatility,full,scores__film_tv_video,-0.00020980835
sp500,volatility,full,scores__fitness_&_health,-0.053489685
sp500,volatility,full,scores__food_&_dining,-0.031167984
sp500,volatility,full,scores__gaming,-0.00022697449
sp500,volatility,full,scores__learning_educational,-0.03813362
sp500,volatility,full,scores__music,0.0099487305
sp500,volatility,full,scores__other_hobbies,0.046880722
sp500,volatility,full,scores__relationships,-0.025835037
sp500,volatility,full,scores__science_technology,0.05685234
sp500,volatility,full,scores__sports,0.0780735
sp500,volatility,full,scores__travel_adventure,0.02013588
sp500,volatility,full,scores__youth_student_life,-0.048921585
sp500,volatility,full,counts__tweet_count,-0.024888992
sp500,volatility,full,counts__nlp_tweet_count,0.010520935
sp500,volatility,full,counts__tesla,0.0038089752
sp500,volatility,full,counts__stock,-0.00765419
sp500,volatility,full,counts__market,-0.0010852814
sp500,volatility,full,counts__price,0.0038700104
sp500,volatility,full,counts__profit,0.007062912
sp500,volatility,full,counts__loss,-0.0151577
sp500,volatility,full,counts__revenue,-0.0097904205
sp500,volatility,full,counts__inflation,-0.025714874
sp500,volatility,full,counts__interest,0.090675354
sp500,volatility,full,counts__bitcoin,-0.0004749298
sp500,volatility,full,counts__dogecoin,0.0052890778
sp500,volatility,full,counts__crypto,0.006471634
sp500,volatility,full,counts__ethereum,0.0
sp500,volatility,full,counts__spacex,0.0019741058
sp500,volatility,full,counts__model,0.0023708344
sp500,volatility,full,counts__cybertruck,-0.006593704
sp500,volatility,full,counts__starship,-0.01625824
sp500,volatility,full,counts__buy,0.01688385
sp500,volatility,full,counts__sell,-0.0073509216
sp500,volatility,full,counts__likeCount,0.0061855316
sp500,volatility,full,counts__quoteCount,0.009525299
sp500,volatility,full,counts__retweetCount,0.04899597
sp500,volatility,full,counts__replyCount,-0.027048111
sp500,volatility,full,scores__neg,0.021429062
sp500,volatility,full,scores__neu,-0.023765564
sp500,volatility,full,scores__pos,-0.015043259
sp500,volatility,full,scores__anger,0.0046653748
sp500,volatility,full,scores__disgust,-0.018108368
sp500,volatility,full,scores__fear,-0.0066452026
sp500,volatility,full,scores__joy,0.0019283295
sp500,volatility,full,scores__neutral,-0.028102875
sp500,volatility,full,scores__sadness,0.010637283
sp500,volatility,full,scores__surprise,-0.020750046
sp500,volatility,full,scores__news_social_concern,-0.06239891
sp500,volatility,full,binary__no_tweets,-0.00020980835
sp500,volatility,phase1,scores__Extroversion,-0.13443756
sp500,volatility,phase1,scores__Neuroticism,-0.0038261414
sp500,volatility,phase1,scores__Agreeableness,-0.098651886
sp500,volatility,phase1,scores__Conscientiousness,0.0500679
sp500,volatility,phase1,scores__Openness,-0.05750656
sp500,volatility,phase1,scores__arts_culture,0.30792618
sp500,volatility,phase1,scores__business_entrepreneurs,0.13192368
sp500,volatility,phase1,scores__celebrity_pop_culture,0.025341034
sp500,volatility,phase1,scores__diaries_daily_life,0.027145386
sp500,volatility,phase1,scores__family,-0.06971741
sp500,volatility,phase1,scores__fashion_style,1.8100929
sp500,volatility,phase1,scores__film_tv_video,0.07556534
sp500,volatility,phase1,scores__fitness_&_health,5.565628
sp500,volatility,phase1,scores__food_&_dining,-0.009380341
sp500,volatility,phase1,scores__gaming,-0.061332703
sp500,volatility,phase1,scores__learning_educational,0.11111069
sp500,volatility,phase1,scores__music,0.57373047
sp500,volatility,phase1,scores__other_hobbies,-0.6801605
sp500,volatility,phase1,scores__relationships,-0.10384369
sp500,volatility,phase1,scores__science_technology,-0.28873825
sp500,volatility,phase1,scores__sports,0.15190506
sp500,volatility,phase1,scores__travel_adventure,-0.47041702
sp500,volatility,phase1,scores__youth_student_life,0.0816803
sp500,volatility,phase1,counts__tweet_count,0.024055481
sp500,volatility,phase1,counts__nlp_tweet_count,0.054725647
sp500,volatility,phase1,counts__tesla,0.04718399
sp500,volatility,phase1,counts__stock,0.0
sp500,volatility,phase1,counts__market,0.0
sp500,volatility,phase1,counts__price,-0.0026741028
sp500,volatility,phase1,counts__profit,0.0
sp500,volatility,phase1,counts__loss,0.0
sp500,volatility,phase1,counts__revenue,0.0
sp500,volatility,phase1,counts__inflation,0.0
sp500,volatility,phase1,counts__interest,0.0
sp500,volatility,phase1,counts__bitcoin,0.0
sp500,volatility,phase1,counts__dogecoin,0.0
sp500,volatility,phase1,counts__crypto,0.0
sp500,volatility,phase1,counts__ethereum,0.0
sp500,volatility,phase1,counts__spacex,-0.018348694
sp500,volatility,phase1,counts__model,0.002216339
sp500,volatility,phase1,counts__cybertruck,0.0
sp500,volatility,phase1,counts__starship,0.0
sp500,volatility,phase1,counts__buy,0.0010910034
sp500,volatility,phase1,counts__sell,0.15799713
sp500,volatility,phase1,counts__likeCount,-0.0042381287
sp500,volatility,phase1,counts__quoteCount,0.29719162
sp500,volatility,phase1,counts__retweetCount,0.08571625
sp500,volatility,phase1,counts__replyCount,0.5982399
sp500,volatility,phase1,scores__neg,0.6013298
sp500,volatility,phase1,scores__neu,0.022758484
sp500,volatility,phase1,scores__pos,0.11518097
sp500,volatility,phase1,scores__anger,0.095947266
sp500,volatility,phase1,scores__disgust,-0.24663162
sp500,volatility,phase1,scores__fear,-0.16583633
sp500,volatility,phase1,scores__joy,-0.026248932
sp500,volatility,phase1,scores__neutral,-0.16628265
sp500,volatility,phase1,scores__sadness,0.06655502
sp500,volatility,phase1,scores__surprise,0.7405586
sp500,volatility,phase1,scores__news_social_concern,-0.23017883
sp500,volatility,phase1,binary__no_tweets,-0.20932388
sp500,volatility,phase2,scores__Extroversion,-0.35721397
sp500,volatility,phase2,scores__Neuroticism,-0.38475895
sp500,volatility,phase2,scores__Agreeableness,-0.20691776
sp500,volatility,phase2,scores__Conscientiousness,-0.14666653
sp500,volatility,phase2,scores__Openness,-0.113490105
sp500,volatility,phase2,scores__arts_culture,0.12511635
sp500,volatility,phase2,scores__business_entrepreneurs,-0.042560577
sp500,volatility,phase2,scores__celebrity_pop_culture,-0.26586342
sp500,volatility,phase2,scores__diaries_daily_life,0.009476662
sp500,volatility,phase2,scores__family,-0.004094124
sp500,volatility,phase2,scores__fashion_style,0.0063581467
sp500,volatility,phase2,scores__film_tv_video,-0.09662914
sp500,volatility,phase2,scores__fitness_&_health,0.027415276
sp500,volatility,phase2,scores__food_&_dining,0.049284935
sp500,volatility,phase2,scores__gaming,0.14520931
sp500,volatility,phase2,scores__learning_educational,-0.14858246
sp500,volatility,phase2,scores__music,0.021616936
sp500,volatility,phase2,scores__other_hobbies,-0.022398949
sp500,volatility,phase2,scores__relationships,0.022525787
sp500,volatility,phase2,scores__science_technology,0.028256416
sp500,volatility,phase2,scores__sports,0.10225487
sp500,volatility,phase2,scores__travel_adventure,0.06974125
sp500,volatility,phase2,scores__youth_student_life,-0.27080345
sp500,volatility,phase2,counts__tweet_count,0.014536858
sp500,volatility,phase2,counts__nlp_tweet_count,0.0005502701
sp500,volatility,phase2,counts__tesla,0.011383057
sp500,volatility,phase2,counts__stock,-0.002538681
sp500,volatility,phase2,counts__market,-0.0015048981
